path	variant	line	text
Grass/Memory/Apply.lean	d05847463318	1238	suffices to discharge a straight-line Spike 1 block *without a bespoke local
Grass/Memory/Audit.lean	36769f113fb1	18	the `@audit(.stdoutUnavailable)` annotations in the Spike 1 source, which
Grass/Memory/Audit.lean	36769f113fb1	264	Every address in the Spike 1 fixtures contradicted the placement the same fixture
Grass/Memory/Authority.lean	34c76943f132	97	`Spikes/1_Hello_World` lends a frame slot to `WriteFile` and reads it back after
Grass/Memory/State.lean	7c2088bdd344	4381	say anything. It said anything: every Spike 1 fixture's address contradicted the
Grass/Platform/Win32/Console.lean	669467bd30f5	7	`docs/HELLO_WORLD.md` names, modeled as the contracts
Grass/Platform/Win32/Console.lean	669467bd30f5	44	a response that would otherwise be a success, and `Spikes/1_Hello_World` carries
Grass/Platform/Win32/Console.lean	669467bd30f5	51	"progress. `docs/HELLO_WORLD.md` requires it to be ""handled as an explicit"
Grass/Platform/Win32/Console.lean	669467bd30f5	100	`Spikes/1_Hello_World/Program.lean` tests both — `test rax, rax` then
Grass/Platform/Win32/Console.lean	669467bd30f5	233	`docs/HELLO_WORLD.md` fixes the product profile as
Grass/Platform/Win32/Console.lean	669467bd30f5	250	partial write the whole Spike 1 loop exists to handle — and may be **zero**,
Grass/Platform/Win32/Console.lean	669467bd30f5	319	Kept explicit because it is the response `docs/HELLO_WORLD.md` requires the
Grass/Platform/Win32/Console.lean	669467bd30f5	383	function returning `Unit`, because `docs/HELLO_WORLD.md` requires that
Grass/Platform/Win32/Console.lean	669467bd30f5	387	`Spikes/1_Hello_World/Program.lean` still places `ud2` after the call. That is
Grass/Platform/Win32/Console.lean	669467bd30f5	397	/-- The exit status for a successful run, per `docs/HELLO_WORLD.md`: zero. -/
Grass/Platform/Win32/Console.lean	669467bd30f5	402	`docs/HELLO_WORLD.md` gives one public `.failure` outcome, so
Grass/Platform/Win32/RawPhasePreservation.lean	9507d8c7df30	4	clauses, not enabledness or a classification of every reachable Hello state.
Grass/Process/Sequential/Machine.lean	eb5ea5e53d69	20	This module is that interface and nothing else. A Hello World author writes a
Grass/Refinement/Console/WriteHistory.lean	56a57656c5fd	16	It is not Hello's complete-history contract, a responsiveness theorem, or a
Grass/Std/Console/Process.lean	ea0433673e3f	7	This is a portable implementation model for Hello's byte-write loop, using the
Grass/Std/Console/Process.lean	ea0433673e3f	24	infinite-pending semantics or responsive-strategy theorem required by Hello.
Grass/Std/Logical/Text.lean	173a692f2ff2	67	"frontend puts into `String.ofByteArray` when it lexes `""Hello, World!""` from a"
Grass/Std/Logical/Text.lean	173a692f2ff2	71	`Spikes/1_Hello_World/Spec.lean`'s message is the observable the whole first
Grass/Std/Logical/Vec.lean	bd236c976b53	768	`Spikes/1_Hello_World` gives its own terminal. -/
README.md	30f160bdc868	43	The first end-to-end target is a Win32 x64 PE32+ Hello World using
README.md	30f160bdc868	61	Development proceeds one spike at a time, beginning with the existing Hello
Spikes/1_Hello_World/Program.lean	07ea21de464b	4	import Spikes.«1_Hello_World».Spec
Spikes/1_Hello_World/Program.lean	07ea21de464b	6	namespace Grass.Spikes.HelloWorld
Spikes/1_Hello_World/Program.lean	07ea21de464b	8	def policy : TargetOutcomeProjection HelloOutcome UInt32 :=
Spikes/1_Hello_World/Program.lean	07ea21de464b	10	(success := HelloOutcome.success)
Spikes/1_Hello_World/Program.lean	07ea21de464b	25	def helloStatics : StaticObjectTable := static_objects {
Spikes/1_Hello_World/Program.lean	07ea21de464b	29	def helloSource : MachineSource plan :=
Spikes/1_Hello_World/Program.lean	07ea21de464b	31	withCallFrame WriteFile asm_source (statics := helloStatics) {
Spikes/1_Hello_World/Program.lean	07ea21de464b	92	def helloVerified : VerifiedProgram spec := by
Spikes/1_Hello_World/Program.lean	07ea21de464b	95	with helloSource
Spikes/1_Hello_World/Program.lean	07ea21de464b	97	def bytes : ByteArray := emitProgram helloVerified
Spikes/1_Hello_World/Program.lean	07ea21de464b	99	end Grass.Spikes.HelloWorld
Spikes/1_Hello_World/Spec.lean	06789ced138e	4	namespace Grass.Spikes.HelloWorld
Spikes/1_Hello_World/Spec.lean	06789ced138e	9	"def message : TextLine := ""Hello, World!"""
Spikes/1_Hello_World/Spec.lean	06789ced138e	11	inductive HelloOutcome
Spikes/1_Hello_World/Spec.lean	06789ced138e	15	def outcomePolicy : ConsoleWriteOutcomePolicy HelloOutcome where
Spikes/1_Hello_World/Spec.lean	06789ced138e	21	def helloContract {R : Type} [ResourceModel R] [ConsoleWriteResources R]
Spikes/1_Hello_World/Spec.lean	06789ced138e	25	def helloSpec {R : Type} [ResourceModel R] [ConsoleWriteResources R]
Spikes/1_Hello_World/Spec.lean	06789ced138e	27	SpecProcess.ofRelational (helloContract resources)
Spikes/1_Hello_World/Spec.lean	06789ced138e	30	theorem helloSpecCorrect {R : Type} [ResourceModel R] [ConsoleWriteResources R]
Spikes/1_Hello_World/Spec.lean	06789ced138e	31	(resources : R) : MeetsAllSpecificationTheorems (helloSpec resources) :=
Spikes/1_Hello_World/Spec.lean	06789ced138e	34	def spec : SpecProcess resources := helloSpec resources
Spikes/1_Hello_World/Spec.lean	06789ced138e	36	end Grass.Spikes.HelloWorld
Spikes/README.md	9f6ef9eea867	4	`docs/SPIKE_1.md` through `docs/SPIKE_5.md`. They are design fixtures, not a compiled Grass
Spikes/README.md	9f6ef9eea867	43	The list is descriptive, not a mandatory template. Hello World uses only
Spikes/README.md	9f6ef9eea867	56	| 1 Hello World | [`1_Hello_World`](1_Hello_World/) | [`docs/SPIKE_1.md`](../docs/SPIKE_1.md) |
Tests/ABI/Win64/UnwindCorpus.lean	aabecc8714a2	214	/-- Spike 1's prologue, as the differential sees it. -/
Tests/ABI/Win64/UnwindCorpus.lean	aabecc8714a2	215	def spike1Rows : List Row :=
Tests/ABI/Win64/UnwindCorpus.lean	aabecc8714a2	216	"[ rowOf ""spike1"""
Tests/ABI/Win64/UnwindCorpus.lean	aabecc8714a2	218	.alloc spike1CallAllocationBytes] ].reduceOption
Tests/ABI/Win64/UnwindCorpus.lean	aabecc8714a2	223	pushAllocRows ++ frameRows ++ spike1Rows
Tests/ABI/Win64/UnwindCorpus.lean	aabecc8714a2	225	/-- The Spike 1 row agrees with the theorem in `UnwindBytes.lean`, so the
Tests/ABI/Win64/UnwindCorpus.lean	aabecc8714a2	228	theorem spike1Row_matches_theorem :
Tests/ABI/Win64/UnwindCorpus.lean	aabecc8714a2	229	"(spike1Rows.map Row.xdata) = [""010a04000a5206e004d002c0""] := by"
Tests/Artifact/PE/Exceptions.lean	8e5cd4950b18	6	Root's Hello composition still owns source-derived ABI validity and execution. -/
Tests/Assembly/FrameArgument.lean	d9b13b62ceba	11	"def authored : List Char := include_source_chars ""../../Spikes/1_Hello_World/Program.lean"""
Tests/Assembly/FrameArgument.lean	d9b13b62ceba	14	let body ← (SourceInput.extractHelloSourceChars chars).toOption
Tests/Assembly/FrameArgument.lean	d9b13b62ceba	29	"(source_chars ""def helloSource : MachineSource plan := withStack (value : UInt32 := 0) withCallFrame "") ++"
Tests/Assembly/FrameArgument.lean	d9b13b62ceba	55	"(source_chars ""def helloSource : MachineSource plan := "") ++ locals ++"
Tests/Assembly/FrameLea.lean	bd127ceb88e9	10	"def authored : List Char := include_source_chars ""../../Spikes/1_Hello_World/Program.lean"""
Tests/Assembly/FrameLea.lean	bd127ceb88e9	13	let body ← (SourceInput.extractHelloSourceChars chars).toOption
Tests/Assembly/FrameLea.lean	bd127ceb88e9	24	-- Every observation is downstream of the actual, unchanged Hello source.
Tests/Assembly/FrameLea.lean	bd127ceb88e9	30	"(source_chars ""def helloSource : MachineSource plan := "") ++ locals ++"
Tests/Assembly/FrameLoad.lean	31cf7df032ab	9	"def authored : List Char := include_source_chars ""../../Spikes/1_Hello_World/Program.lean"""
Tests/Assembly/FrameLoad.lean	31cf7df032ab	12	let body ← (SourceInput.extractHelloSourceChars chars).toOption
Tests/Assembly/FrameLoad.lean	31cf7df032ab	28	"(source_chars ""def helloSource : MachineSource plan := "") ++ locals ++"
Tests/Assembly/SavedPrefix.lean	1e61230d0dad	10	"(source_chars ""def helloSource := asm_source {\n"") ++ body ++ (source_chars ""\n}"")"
Tests/Assembly/SavedPrefix.lean	1e61230d0dad	13	let body ← (extractHelloSourceChars chars).toOption
Tests/Assembly/SavedPrefix.lean	1e61230d0dad	18	"def authored : List Char := include_source_chars ""../../Spikes/1_Hello_World/Program.lean"""
Tests/Assembly/SourceFrame.lean	6d6799f3f0e6	10	(extractHelloSourceChars chars).toOption.bind derive?
Tests/Assembly/SourceFrame.lean	6d6799f3f0e6	12	"def authored : List Char := include_source_chars ""../../Spikes/1_Hello_World/Program.lean"""
Tests/Assembly/SourceFrame.lean	6d6799f3f0e6	23	"(source_chars ""def helloSource : MachineSource plan := withStack (value : UInt32 := 7) withCallFrame "") ++"
Tests/Assembly/SourceFrameHeader.lean	69cf16e820f3	12	"def authored : List Char := include_source_chars ""../../Spikes/1_Hello_World/Program.lean"""
Tests/Assembly/SourceFrameHeader.lean	69cf16e820f3	15	(extractHelloSourceChars authored).toOption.bind parse? =
Tests/Assembly/SourceFrameHeader.lean	69cf16e820f3	16	"some ⟨""plan"", [⟨""transferred"", 0⟩], ""WriteFile"", ""helloStatics""⟩ := by"
Tests/Assembly/SourceImportRequests.lean	f4903822daf7	7	"def authored : List Char := include_source_chars ""../../Spikes/1_Hello_World/Program.lean"""
Tests/Assembly/SourceImportRequests.lean	f4903822daf7	11	let body ← (Grass.Assembly.SourceInput.extractHelloSourceChars authored).toOption
Tests/Assembly/SourceInitialization.lean	d77cb4ce034c	8	"def authored : List Char := include_source_chars ""../../Spikes/1_Hello_World/Program.lean"""
Tests/Assembly/SourceInitialization.lean	d77cb4ce034c	12	let body ← (SourceInput.extractHelloSourceChars chars).toOption
Tests/Assembly/SourceInitialization.lean	d77cb4ce034c	27	"(source_chars ""def helloSource : MachineSource plan := "") ++ locals ++"
Tests/Assembly/SourceInput.lean	2b8e23ae979c	8	"def spike1Program : List Char := include_source_chars ""../../Spikes/1_Hello_World/Program.lean"""
Tests/Assembly/SourceInput.lean	2b8e23ae979c	9	theorem spike1_source_ingress :
Tests/Assembly/SourceInput.lean	2b8e23ae979c	10	(extractHelloSourceChars spike1Program).toOption.map (fun body =>
Tests/Assembly/SourceInput.lean	2b8e23ae979c	15	"example : (extractHelloSource ""def other := asm_source { mov transferred, 0 }"").toOption = none := by decide"
Tests/Assembly/SourceInput.lean	2b8e23ae979c	16	example : (extractHelloSource
Tests/Assembly/SourceInput.lean	2b8e23ae979c	17	"""def helloSource := asm_source { mov transferred, 0 }\n\"
Tests/Assembly/SourceInput.lean	2b8e23ae979c	18	"def helloSource := asm_source { mov transferred, 0 }"").toOption = none := by decide"
Tests/Assembly/SourceInput.lean	2b8e23ae979c	19	"example : (extractHelloSource ""def helloSource := asm_source { nested { }"").toOption = none := by decide"
Tests/Assembly/SourceInput.lean	2b8e23ae979c	20	example : (extractHelloSource
Tests/Assembly/SourceInput.lean	2b8e23ae979c	21	"""-- def helloSource := asm_source { bogus }\n\"
Tests/Assembly/SourceInput.lean	2b8e23ae979c	22	"def helloSource := asm_source (statics := x) { mov transferred, 0 }"").toOption.isSome := by decide"
Tests/Assembly/SourceInput.lean	2b8e23ae979c	23	example : (extractHelloSource
Tests/Assembly/SourceInput.lean	2b8e23ae979c	24	"""def decoy := \""def helloSource := asm_source { bogus }\""\n\"
Tests/Assembly/SourceInput.lean	2b8e23ae979c	25	"def helloSource := asm_source { mov transferred, 0 }"").toOption.isSome := by decide"
Tests/Assembly/SourceInput.lean	2b8e23ae979c	26	example : (extractHelloSource
Tests/Assembly/SourceInput.lean	2b8e23ae979c	27	"""def helloSource := asm_source { /- } /- nested -/ misleading -/ mov transferred, 0 }"").toOption.isSome := by decide"
Tests/Assembly/SourceInput.lean	2b8e23ae979c	28	"example : (extractHelloSource ""def helloSource := asm_source { /- unterminated"").toOption = none := by decide"
Tests/Assembly/SourceInput.lean	2b8e23ae979c	29	"example : (extractHelloSource ""def helloSource := \""unterminated"").toOption = none := by decide"
Tests/Assembly/SourceInput.lean	2b8e23ae979c	30	example : (extractHelloSource
Tests/Assembly/SourceInput.lean	2b8e23ae979c	31	"""def helloSource := asm_source { /- unterminated\n\"
Tests/Assembly/SourceInput.lean	2b8e23ae979c	32	"def helloSource := asm_source { mov transferred, 0 }"").toOption = none := by decide"
Tests/Assembly/SourceInput.lean	2b8e23ae979c	33	example : (extractHelloSource
Tests/Assembly/SourceInput.lean	2b8e23ae979c	34	"""def helloSource := asm_source { \""ignored\nmov transferred, 7\"" }"").toOption.map"
Tests/Assembly/SourceInput.lean	2b8e23ae979c	36	example : (extractHelloSource
Tests/Assembly/SourceInput.lean	2b8e23ae979c	37	"""def helloSource := withStack (x : UInt64 := 0) asm_source { mov x, 0 }"").toOption.map"
Tests/Assembly/SourceLinkedImage.lean	785dc6f83ac9	13	"def payload : Grass.Std.Logical.ByteArray := Text.utf8 ""Hello, World!\r\n"""
Tests/Assembly/SourceLinkedImage.lean	785dc6f83ac9	23	let body ← (SourceInput.extractHelloSourceChars SourceResolve.authored).toOption
Tests/Assembly/SourceLinkedImageErrors.lean	5ea0f160000d	18	let body ← requireSome (SourceInput.extractHelloSourceChars SourceResolve.authored).toOption
Tests/Assembly/SourcePrologue.lean	16a6c2044d96	9	let body ← (extractHelloSourceChars chars).toOption
Tests/Assembly/SourcePrologue.lean	16a6c2044d96	13	"def authored : List Char := include_source_chars ""../../Spikes/1_Hello_World/Program.lean"""
Tests/Assembly/SourcePrologue.lean	16a6c2044d96	27	"(source_chars ""def helloSource : MachineSource plan := withStack (value : UInt32 := 0) withCallFrame WriteFile asm_source (statics := statics) {\n"") ++"
Tests/Assembly/SourceResolve.lean	370accbceb3b	8	"def authored : List Char := include_source_chars ""../../Spikes/1_Hello_World/Program.lean"""
Tests/Assembly/SourceResolve.lean	370accbceb3b	18	let body ← (SourceInput.extractHelloSourceChars authored).toOption
Tests/Assembly/SourceResolve.lean	370accbceb3b	39	match (SourceInput.extractHelloSourceChars authored).toOption >>= SourceFrame.derive? with
Tests/Assembly/SourceSplice.lean	aa7cd12a7f6e	10	"def authored : List Char := include_source_chars ""../../Spikes/1_Hello_World/Program.lean"""
Tests/Assembly/SourceSplice.lean	aa7cd12a7f6e	13	let body ← (SourceInput.extractHelloSourceChars authored).toOption
Tests/Assembly/SourceSplice.lean	aa7cd12a7f6e	28	let body ← (SourceInput.extractHelloSourceChars authored).toOption
Tests/Assembly/SourceSplice.lean	aa7cd12a7f6e	41	"""def helloSource : MachineSource plan := withStack (value : UInt32 := 0) withCallFrame WriteFile asm_source (statics := statics) {\nmov value, 0\nud2\n}"""
Tests/Assembly/SourceSplice.lean	aa7cd12a7f6e	44	let body ← (SourceInput.extractHelloSourceChars zeroSavedSource).toOption
Tests/Assembly/SourceStore.lean	0d2a39afdde0	6	import Tests.Memory.Spike1Policy
Tests/Assembly/SourceStore.lean	0d2a39afdde0	15	open Grass.Tests.Spike1 Grass.Tests.Spike1Policy Tests.Memory.Spike1Block
Tests/Assembly/SourceStore.lean	0d2a39afdde0	19	"def authored : List Char := include_source_chars ""../../Spikes/1_Hello_World/Program.lean"""
Tests/Assembly/SourceStore.lean	0d2a39afdde0	31	let body ← (extractHelloSourceChars source).toOption
Tests/Assembly/SourceStore.lean	0d2a39afdde0	66	"(source_chars ""def helloSource : MachineSource plan := withStack (value : "") ++ type ++"
Tests/Assembly/SourceStore.lean	0d2a39afdde0	91	"""def helloSource : MachineSource plan := withStack (rax : UInt32 := 0) withCallFrame WriteFile asm_source (statics := statics) {\nmov rax, 0\nud2\n}"")).isNone := by"
Tests/Assembly/SourceTemplates.lean	0b1c8ec8465f	10	"def authored : List Char := include_source_chars ""../../Spikes/1_Hello_World/Program.lean"""
Tests/Assembly/SourceTemplates.lean	0b1c8ec8465f	13	let body ← (SourceInput.extractHelloSourceChars authored).toOption
Tests/Assembly/SourceTemplates.lean	0b1c8ec8465f	19	let body ← (SourceInput.extractHelloSourceChars authored).toOption
Tests/Assembly/SourceTemplates.lean	0b1c8ec8465f	34	"""def helloSource : MachineSource plan := withStack (STD_OUTPUT_HANDLE : UInt32 := 0) withCallFrame WriteFile asm_source (statics := statics) {\nmov ecx, STD_OUTPUT_HANDLE\nud2\n}"""
Tests/Assembly/SourceTemplates.lean	0b1c8ec8465f	37	match (SourceInput.extractHelloSourceChars collision).toOption with
Tests/Assembly/SourceTemplates.lean	0b1c8ec8465f	48	match (SourceInput.extractHelloSourceChars authored).toOption with
Tests/Assembly/SourceTemplates.lean	0b1c8ec8465f	58	"""def helloSource : MachineSource plan := withCallFrame WriteFile asm_source (statics := statics) {\nmov eax, UNKNOWN\nud2\n}"""
Tests/Assembly/SourceTemplates.lean	0b1c8ec8465f	61	match (SourceInput.extractHelloSourceChars unsupported).toOption with
Tests/Assembly/SourceUnwind.lean	0de4cb720dd4	10	authored Hello prologue. This does not execute an unwind or load an image. -/
Tests/Assembly/SourceUnwind.lean	0de4cb720dd4	12	let body ← (SourceInput.extractHelloSourceChars SourceResolve.authored).toOption
Tests/Assembly/Store32Execution.lean	04c1b07c185d	2	import Tests.Memory.Spike1Policy
Tests/Assembly/Store32Execution.lean	04c1b07c185d	4	/-! The resolved value is enforced through the existing Spike 1 transition. -/
